from	to	score
SVA_C	LTR5	511
SVA_C	LTR5A	190
SVA_C	LTR5B	253
SVA_C	LTR5_Hs	522
SVA_C	MacSVA	375
SVA_C	SVA_A	2254
SVA_C	SVA_B	2416
SVA_C	SVA_D	2416
SVA_C	SVA_E	2316
SVA_C	SVA_F	2282
SVA_D	AluJb	186
SVA_D	AluJo	172
SVA_D	AluJr	168
SVA_D	AluJr4	164
SVA_D	AluSc	187
SVA_D	AluSc5	72.5
SVA_D	AluSc8	80.6
SVA_D	AluSg	203
SVA_D	AluSg4	80.6
SVA_D	AluSg7	80.6
SVA_D	AluSp	191
SVA_D	AluSq	200
SVA_D	AluSq10	69.8
SVA_D	AluSq2	200
SVA_D	AluSq4	78.8
SVA_D	AluSx	205
SVA_D	AluSx1	201
SVA_D	AluSx3	193
SVA_D	AluSx4	80.6
SVA_D	AluSz	210
SVA_D	AluSz6	201
SVA_D	AluY	76.1
SVA_D	AluYRa3	69.8
SVA_D	AluYRa4	76.1
SVA_D	AluYRb2	78.8
SVA_D	AluYRb3	76.1
SVA_D	AluYRc0	76.1
SVA_D	AluYRc1	71.6
SVA_D	AluYRc2	76.1
SVA_D	AluYRd1	68.0
SVA_D	AluYRd2	78.8
SVA_D	AluYRd4	68.0
SVA_D	AluYa5	76.1
SVA_D	AluYa8	76.1
SVA_D	AluYc	76.1
SVA_D	AluYc3	76.1
SVA_D	AluYe5	67.1
SVA_D	AluYe6	67.1
SVA_D	AluYg6	71.6
SVA_D	FAM	40.1
SVA_D	FLAM_A	88.7
SVA_D	FLAM_C	97.8
SVA_D	FRAM	40.1
SVA_D	LTR5	465
SVA_D	LTR5_Hs	480
SVA_D	MacSVA	375
SVA_D	SVA_A	2178
SVA_D	SVA_B	2341
SVA_D	SVA_C	2416
SVA_D	SVA_E	2400
SVA_D	SVA_F	2366
SVA_E	AluJb	177
SVA_E	AluJo	163
SVA_E	AluJr	159
SVA_E	AluJr4	155
SVA_E	AluSc	178
SVA_E	AluSc5	64.4
SVA_E	AluSc8	68.9
SVA_E	AluSg	194
SVA_E	AluSg4	68.9
SVA_E	AluSg7	68.9
SVA_E	AluSp	182
SVA_E	AluSq	191
SVA_E	AluSq10	58.1
SVA_E	AluSq2	191
SVA_E	AluSq4	71.6
SVA_E	AluSx	196
SVA_E	AluSx1	192
SVA_E	AluSx3	188
SVA_E	AluSx4	68.9
SVA_E	AluSz	201
SVA_E	AluSz6	192
SVA_E	AluY	65.3
SVA_E	AluYRa3	64.4
SVA_E	AluYRa4	65.3
SVA_E	AluYRb2	68.0
SVA_E	AluYRb3	65.3
SVA_E	AluYRc0	65.3
SVA_E	AluYRc1	60.8
SVA_E	AluYRc2	65.3
SVA_E	AluYRd1	64.4
SVA_E	AluYRd2	68.0
SVA_E	AluYRd4	64.4
SVA_E	AluYa5	65.3
SVA_E	AluYa8	65.3
SVA_E	AluYc	65.3
SVA_E	AluYc3	65.3
SVA_E	AluYe5	61.7
SVA_E	AluYe6	61.7
SVA_E	AluYg6	60.8
SVA_E	FAM	40.1
SVA_E	FLAM_A	93.3
SVA_E	FLAM_C	102
SVA_E	FRAM	40.1
SVA_E	LTR5	438
SVA_E	LTR5_Hs	453
SVA_E	MacSVA	375
SVA_E	SVA_A	2101
SVA_E	SVA_B	2241
SVA_E	SVA_C	2316
SVA_E	SVA_D	2400
SVA_E	SVA_F	2284
SVA_F	AluJb	71.6
SVA_F	AluSc	77.0
SVA_F	AluSc5	158
SVA_F	AluSc8	80.6
SVA_F	AluSg	80.6
SVA_F	AluSg4	80.6
SVA_F	AluSg7	80.6
SVA_F	AluSp	74.3
SVA_F	AluSq	83.3
SVA_F	AluSq10	69.8
SVA_F	AluSq2	76.1
SVA_F	AluSq4	78.8
SVA_F	AluSx	80.6
SVA_F	AluSx1	80.6
SVA_F	AluSx3	80.6
SVA_F	AluSx4	80.6
SVA_F	AluSz	80.6
SVA_F	AluSz6	80.6
SVA_F	AluY	76.1
SVA_F	AluYRa1	67.1
SVA_F	AluYRa2	67.1
SVA_F	AluYRa3	69.8
SVA_F	AluYRa4	76.1
SVA_F	AluYRb1	71.6
SVA_F	AluYRb2	78.8
SVA_F	AluYRb3	76.1
SVA_F	AluYRc0	76.1
SVA_F	AluYRc1	71.6
SVA_F	AluYRc2	76.1
SVA_F	AluYRd1	68.0
SVA_F	AluYRd2	78.8
SVA_F	AluYRd4	68.0
SVA_F	AluYa5	76.1
SVA_F	AluYa8	76.1
SVA_F	AluYc	76.1
SVA_F	AluYc3	76.1
SVA_F	AluYd8	58.1
SVA_F	AluYe5	67.1
SVA_F	AluYe6	67.1
SVA_F	AluYg6	71.6
SVA_F	AluYh9	62.6
SVA_F	LTR5	443
SVA_F	LTR5_Hs	458
SVA_F	MacSVA	375
SVA_F	SVA_A	2073
SVA_F	SVA_B	2216
SVA_F	SVA_C	2282
SVA_F	SVA_D	2366
SVA_F	SVA_E	2284
TAR1	LTR60	77.9
THE1-int	MLT-int	330
THE1-int	MLT1-int	100
THE1-int	MLT1F-int	53.6
THE1-int	MST-int	1768
THE1-int	THE1D-int	2355
THE1A	THE1B	401
THE1A	THE1C	346
THE1A	THE1D	256
THE1B	MSTA	173
THE1B	MSTB2	69.8
THE1B	THE1A	401
THE1B	THE1C	435
THE1B	THE1D	363
THE1C	MSTA	221
THE1C	MSTA1	85.1
THE1C	MSTB	123
THE1C	MSTB1	86.0
THE1C	MSTB2	81.5
THE1C	THE1A	346
THE1C	THE1B	435
THE1C	THE1D	453
THE1D-int	MLT-int	560
THE1D-int	MLT1-int	135
THE1D-int	MST-int	2096
THE1D-int	THE1-int	2355
THE1D	MLT1A0	59.9
THE1D	MLT1A1	86.9
THE1D	MSTA	247
THE1D	MSTA1	100
THE1D	MSTB	150
THE1D	MSTB1	101
THE1D	MSTB2	92.4
THE1D	THE1A	256
THE1D	THE1B	363
THE1D	THE1C	453
Tigger10	Tigger15a	352
Tigger11a	Tigger17	44.6
Tigger11a	Tigger17b	44.6
Tigger11a	Tigger17c	44.6
Tigger11a	Tigger2	68.0
Tigger12A	Tigger12	981
Tigger12A	Tigger12c	990
Tigger12c	Tigger12	1147
Tigger12c	Tigger12A	990
Tigger12	Tigger12A	981
Tigger12	Tigger12c	1147
Tigger12	Tigger2	188
Tigger12	Tigger7	132
Tigger15a	Tigger10	352
Tigger16a	Tigger16b	279
Tigger16a	X26_DNA	59.9
Tigger16b	Tigger16a	279
Tigger16b	X26_DNA	59.9
Tigger17a	Tigger17	820
Tigger17a	Tigger17b	820
Tigger17a	Tigger17c	820
Tigger17a	Tigger17d	815
Tigger17b	Tigger11a	44.6
Tigger17b	Tigger17	1669
Tigger17b	Tigger17a	820
Tigger17b	Tigger17c	1669
Tigger17b	Tigger17d	1271
Tigger17b	Tigger2	36.5
Tigger17c	Tigger11a	44.6
Tigger17c	Tigger17	1743
Tigger17c	Tigger17a	820
Tigger17c	Tigger17b	1669
Tigger17c	Tigger17d	1271
Tigger17c	Tigger2	36.5
Tigger17d	Tigger17	1271
Tigger17d	Tigger17a	815
Tigger17d	Tigger17b	1271
Tigger17d	Tigger17c	1271
Tigger17d	Tigger2	36.5
Tigger17	Tigger11a	44.6
Tigger17	Tigger17a	820
Tigger17	Tigger17b	1669
Tigger17	Tigger17c	1743
Tigger17	Tigger17d	1271
Tigger17	Tigger2	36.5
Tigger19a	Tigger19b	167
Tigger19a	X12_DNA	57.2
Tigger19b	Tigger19a	167
Tigger1a_Art	Tigger1	433
Tigger1a_Art	Tigger1a_Mars	422
Tigger1a_Mars	Tigger1	792
Tigger1a_Mars	Tigger1a_Art	422
Tigger1	Tigger1a_Art	433
Tigger1	Tigger1a_Mars	792
Tigger1	Tigger5	56.3
Tigger1	Tigger6	59.0
Tigger22N1	MARNA	299
Tigger22N1	X26_DNA	80.6
Tigger2a_Car	MER8	109
Tigger2a_Car	Tigger2	453
Tigger2a_Car	Tigger2a	433
Tigger2a_Car	Tigger2b	297
Tigger2a_Car	Tigger2b_Pri	488
Tigger2a	MER8	98.7
Tigger2a	Tigger2	613
Tigger2a	Tigger2a_Car	433
Tigger2a	Tigger2b	282
Tigger2a	Tigger2b_Pri	433
Tigger2b_Pri	MER8	118
Tigger2b_Pri	Tigger2	1344
Tigger2b_Pri	Tigger2a	433
Tigger2b_Pri	Tigger2a_Car	488
Tigger2b_Pri	Tigger2b	905
Tigger2b	MER8	108
Tigger2b	Tigger2	905
Tigger2b	Tigger2a	282
Tigger2b	Tigger2a_Car	297
Tigger2b	Tigger2b_Pri	905
Tigger2	MER8	118
Tigger2	Tigger11a	68.0
Tigger2	Tigger12	188
Tigger2	Tigger2a	613
Tigger2	Tigger2a_Car	453
Tigger2	Tigger2b	905
Tigger2	Tigger2b_Pri	1344
Tigger2	Tigger3	35.6
Tigger2	Tigger5	30.1
Tigger2	Tigger6	34.6
Tigger2	Tigger7	120
Tigger3a	Tigger3	497
Tigger3a	Tigger3b	497
Tigger3a	Tigger3c	497
Tigger3a	Tigger3d	199
Tigger3b	Tigger3	1572
Tigger3b	Tigger3a	497
Tigger3b	Tigger3c	826
Tigger3b	Tigger3d	199
Tigger3c	Tigger3	829
Tigger3c	Tigger3a	497
Tigger3c	Tigger3b	826
Tigger3c	Tigger3d	199
Tigger3d	Tigger3	199
Tigger3d	Tigger3a	199
Tigger3d	Tigger3b	199
Tigger3d	Tigger3c	199
Tigger3	Tigger2	35.6
Tigger3	Tigger3a	497
Tigger3	Tigger3b	1572
Tigger3	Tigger3c	829
Tigger3	Tigger3d	199
Tigger3	Tigger5	286
Tigger3	Tigger6	97.8
Tigger3	Tigger7	32.8
Tigger4a	MER46C	77.9
Tigger4a	Tigger4	154
Tigger4a	Tigger4b	150
Tigger4b	Tigger4	397
Tigger4b	Tigger4a	150
Tigger4	MER46C	77.9
Tigger4	Tigger4a	154
Tigger4	Tigger4b	397
Tigger5b	MER47A	427
Tigger5b	MER47B	635
Tigger5b	MER47C	113
Tigger5b	Tigger5	427
Tigger5	MER47A	495
Tigger5	MER47B	439
Tigger5	MER47C	113
Tigger5	Tigger1	56.3
Tigger5	Tigger2	30.1
Tigger5	Tigger3	286
Tigger5	Tigger5b	427
Tigger5	Tigger6	94.2
Tigger6a	Tigger6	1167
Tigger6a	Tigger6b	1014
Tigger6b	Tigger6	1707
Tigger6b	Tigger6a	1014
Tigger6b	Tigger9a	62.6
Tigger6	Tigger1	59.0
Tigger6	Tigger2	34.6
Tigger6	Tigger3	97.8
Tigger6	Tigger6a	1167
Tigger6	Tigger6b	1707
Tigger6	Tigger7	60.8
Tigger6	Tigger9a	58.1
Tigger7	MER44A	467
Tigger7	MER44B	616
Tigger7	MER44C	1164
Tigger7	MER44D	843
Tigger7	Tigger12	132
Tigger7	Tigger2	120
Tigger7	Tigger3	32.8
Tigger7	Tigger6	60.8
Tigger9a	Tigger9b	141
Tigger9b	Tigger9a	141
UCON12A	UCON12	303
UCON12	UCON12A	303
UCON1	OldhAT1	238
UCON27	UCON9	306
UCON28a	UCON2	62.6
UCON28a	UCON28b	484
UCON28a	UCON28c	378
UCON28b	UCON28a	484
UCON28b	UCON28c	558
UCON28c	UCON28a	378
UCON28c	UCON28b	558
UCON49	L2-3_AMi	373
UCON49	UCON86	842
UCON58	X9a_DNA	49.1
UCON65	UCON66	254
UCON66	UCON65	254
UCON71_Crp	UCON71	182
UCON71	UCON71_Crp	182
UCON80_AMi	UCON80	225
UCON80	UCON80_AMi	225
UCON86	L2-3_AMi	267
UCON86	UCON49	842
UCON9	UCON27	306
X11_DNA	MamRep434	151
X12_DNA	Tigger19a	57.2
X20_LINE	CR1-16_AMi	318
X20_LINE	CR1-3_Croc	88.7
X20_LINE	Plat_L3	84.2
X21_LINE	CR1-3_Croc	71.6
X21_LINE	CR1-L3A_Croc	98.7
X21_LINE	CR1-L3B_Croc	71.6
X21_LINE	Plat_L3	66.2
X24_LINE	L2-2_Mam	104
X26_DNA	Tigger16a	59.9
X26_DNA	Tigger16b	59.9
X26_DNA	Tigger22N1	80.6
X2_LINE	CR1-11_Crp	67.1
X2_LINE	CR1-1_Amn	193
X2_LINE	CR1-3_Croc	101
X2_LINE	CR1_Mam	171
X2_LINE	L3	78.8
X2_LINE	Plat_L3	75.2
X2_LINE	X5B_LINE	164
X2_LINE	X6A_LINE	74.3
X2_LINE	X6B_LINE	48.2
X32_DNA	X33a_DNA	119
X33a_DNA	EutTc1-N1	153
X33a_DNA	X32_DNA	119
X4a_DNA	X4b_DNA	169
X4b_DNA	X4a_DNA	169
X5B_LINE	X2_LINE	164
X6A_LINE	CR1-13_AMi	426
X6A_LINE	CR1-16_AMi	47.3
X6A_LINE	CR1_Mam	242
X6A_LINE	L3	49.1
X6A_LINE	Plat_L3	64.4
X6A_LINE	X2_LINE	74.3
X6A_LINE	X6B_LINE	878
X6B_LINE	X6A_LINE	878
X6B_LINE	X7B_LINE	55.4
X6a_DNA	Tigger23a	132
X6a_DNA	X6b_DNA	215
X6b_DNA	Tigger23a	104
X6b_DNA	X6a_DNA	215
X7A_LINE	X7B_LINE	234
X7A_LINE	X7C_LINE	244
X7A_LINE	X7D_LINE	112
X7B_LINE	X6B_LINE	55.4
X7B_LINE	X7A_LINE	234
X7B_LINE	X7C_LINE	176
X7B_LINE	X7D_LINE	104
X7C_LINE	X6B_LINE	66.2
X7C_LINE	X7A_LINE	244
X7C_LINE	X7B_LINE	176
X7C_LINE	X7D_LINE	102
X7D_LINE	X7A_LINE	112
X7D_LINE	X7C_LINE	102
X8_LINE	CR1-12_AMi	274
X9a_DNA	UCON58	49.1
Zaphod2	MER91A	102
Zaphod2	MER91B	99.6
Zaphod2	Zaphod	66.2
Zaphod3	MER97a	1387
Zaphod3	MER97b	1447
Zaphod3	MER97c	1298
Zaphod3	MER97d	1205
Zaphod5a	Zaphod5b	567
Zaphod5b	Zaphod5a	567
Zaphod	FordPrefect	88.7
Zaphod	FordPrefect_a	88.7
Zaphod	MER115	288
Zaphod	Zaphod2	66.2
hAT-16_Crp	CR1-3_Croc	114
hAT-N1_Mam	hAT-N1a_Mam	453
hAT-N1a_Mam	hAT-N1_Mam	453
